,Unnamed: 0,platform,genre,title,score
8405,8405,                                        PSP,action,Eragon,59
8406,8406,                                        Xbox 360,action,Dynasty Warriors: Strikeforce,59
8407,8407,                                        PlayStation,action,Peter Pan in Disney's Return to Neverland,59
8408,8408,                                        iOS,action,Rally-X Rumble,59
8409,8409,                                        Xbox 360,action,Open Season,59
8410,8410,                                        Wii,action,How to Train Your Dragon,59
8411,8411,                                        Xbox One,action,One Punch Man: A Hero Nobody Knows,59
8412,8412,                                        Xbox 360,action,Bionicle Heroes,59
8413,8413,                                        PSP,action,Coded Arms,59
8414,8414,                                        PlayStation 3,action,Killzone HD,59
8415,8415,                                        Wii,action,Super Monkey Ball: Step & Roll,59
8416,8416,                                        PlayStation 2,action,Teenage Mutant Ninja Turtles,59
8417,8417,                                        PlayStation 2,action,Bloody Roar 4,59
8418,8418,                                        DS,action,Garfield: A Tail of Two Kitties,59
8419,8419,                                        PlayStation 2,action,Nicktoons: Battle for Volcano Island,59
8420,8420,                                        PlayStation 3,action,Dark Void,59
8421,8421,                                        PlayStation 3,action,Linger in Shadows,59
8422,8422,                                        PC,action,Iron Grip: Warlord,59
8423,8423,                                        Wii,action,Cocoto Platform Jumper,59
8424,8424,                                        Dreamcast,action,Gauntlet Legends,59
8425,8425,                                        DS,action,DreamWorks Kung Fu Panda 2,59
8426,8426,                                        PlayStation 3,action,Wanted Corp,59
8427,8427,                                        PlayStation 3,action,Defiance,59
8428,8428,                                        3DS,action,Michael Jackson The Experience,59
8429,8429,                                        3DS,action,Rabbids Rumble,59
8430,8430,                                        iOS,action,AVP: Evolution,59
8431,8431,                                        Switch,action,Astro Duel Deluxe,59
8432,8432,                                        PC,action,Super Lucky's Tale,59
8433,8433,                                        Switch,action,Devious Dungeon,59
8434,8434,                                        Switch,action,Coffee Crisis,59
8435,8435,                                        Wii,action,Ultimate Band,59
8436,8436,                                        PlayStation 3,action,Nucleus,59
8437,8437,                                        PC,action,Schrodinger's Cat and the Raiders of the Lost Quark,59
8438,8438,                                        PlayStation 4,action,Utawarerumono Zan,59
8439,8439,                                        PlayStation 3,action,Lemmings,59
8440,8440,                                        PSP,action,The Simpsons Game,59
8441,8441,                                        PC,action,Galaga: Destination Earth,59
8442,8442,                                        PC,action,Chicken Run,59
8443,8443,                                        PlayStation 2,action,Asterix & Obelix: Kick Buttix,59
8444,8444,                                        PC,action,Tom Clancy's Rainbow Six: Lockdown,59
8445,8445,                                        3DS,action,Sonic: Lost World,59
8446,8446,                                        Wii U,action,Abyss,59
8447,8447,                                        PlayStation 4,action,Pillar,59
